test_id,timestamp,num_clusters,num_nodes,num_pods,elapsed,total_queries,throughput,query_name,desc,num_hops,db_name
JiX2p,2025-04-15T21:23:33Z,1,9,461,60.00033529200118,45681,761.3457454476903,get_deployment_annotation_for_replicaset,10-nodes-with-50-pods,3,memgraph
K4jgm,2025-04-15T22:12:52Z,1,249,11986,60.015128791999814,3410,56.81900661778739,test_get_all_nodes,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:14:16Z,1,249,11986,60.063200167000105,796,13.252707111622367,test_get_all_node_annotations,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:15:39Z,1,249,11986,60.01727204100098,809,13.479453038907353,test_get_all_node_labels,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:16:56Z,1,249,11986,60.01172508300078,2953,49.207050720767924,test_get_all_node_taint,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:18:22Z,1,249,11986,60.099022917000184,574,9.550904027054205,test_get_all_nodes_pods,250-nodes-with-50-pods,2,neo4j
K4jgm,2025-04-15T22:19:49Z,1,249,11986,60.11288512499959,516,8.583850183317972,test_get_all_pods_labels,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:21:17Z,1,249,11986,60.04161904200009,521,8.677314308189324,test_get_all_pods_annotations,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:22:45Z,1,249,11986,60.002956374999485,459,7.649623080759476,test_get_all_pods_containers,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:24:14Z,1,249,11986,60.09194770800059,470,7.821347417191881,test_get_all_pods_replicasets,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:25:44Z,1,249,11986,60.11902079199899,432,7.185745780767827,test_get_all_pods_replicasets_labels,250-nodes-with-50-pods,4,neo4j
K4jgm,2025-04-15T22:27:13Z,1,249,11986,60.022682292001264,437,7.280580995598649,test_get_all_pods_replicasets_annotations,250-nodes-with-50-pods,4,neo4j
K4jgm,2025-04-15T22:28:45Z,1,249,11986,60.1124415409995,383,6.371393178877555,test_get_all_pods_deployments,250-nodes-with-50-pods,4,neo4j
K4jgm,2025-04-15T22:30:01Z,1,249,11986,60.0255546669996,4712,78.49989935354198,test_get_all_pods_images,250-nodes-with-50-pods,4,neo4j
K4jgm,2025-04-15T22:31:33Z,1,249,11986,60.127294665999216,350,5.820983663812136,test_get_all_pods_deployments_annotations,250-nodes-with-50-pods,5,neo4j
K4jgm,2025-04-15T22:33:06Z,1,249,11986,60.10097875000065,348,5.79025512126117,test_get_all_pods_deployments_labels,250-nodes-with-50-pods,5,neo4j
K4jgm,2025-04-15T22:34:21Z,1,249,11986,60.0038505420016,8951,149.17376000285952,test_get_pods_for_specific_node,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:35:36Z,1,249,11986,60.00117987500016,25437,423.94166336383114,get_labels_for_specific_node,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:36:51Z,1,249,11986,60.00124112499907,30899,514.9726809088647,get_taint_for_specific_node,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:38:06Z,1,249,11986,60.001832458001445,25771,429.5035492130766,get_annotation_for_specific_node,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:39:22Z,1,249,11986,60.00960308299909,4768,79.45394995206674,get_pod_labels_for_specific_node,250-nodes-with-50-pods,2,neo4j
K4jgm,2025-04-15T22:40:40Z,1,249,11986,60.03909633299918,2077,34.59412494285698,get_pod_annotations_for_specific_node,250-nodes-with-50-pods,2,neo4j
K4jgm,2025-04-15T22:41:55Z,1,249,11986,60.05123054099931,7569,126.0423796783373,get_pod_container_for_specific_node,250-nodes-with-50-pods,2,neo4j
K4jgm,2025-04-15T22:43:11Z,1,249,11986,60.005902082999455,7744,129.05397187910933,get_pod_replicaset_for_specific_node,250-nodes-with-50-pods,2,neo4j
K4jgm,2025-04-15T22:44:27Z,1,249,11986,60.00321358400106,6446,107.42757954081858,get_pod_deployment_for_specific_node,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:45:43Z,1,249,11986,60.00056845799918,4087,68.11602131504685,get_pod_replicaset_label_for_specific_node,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:47:00Z,1,249,11986,60.01830783300102,2201,36.67214354200406,get_pod_replicaset_annotation_for_specific_node,250-nodes-with-50-pods,3,neo4j
K4jgm,2025-04-15T22:48:16Z,1,249,11986,60.00638954100032,6240,103.98892597489841,get_pod_deployment_label_for_specific_node,250-nodes-with-50-pods,4,neo4j
K4jgm,2025-04-15T22:49:33Z,1,249,11986,60.00201925000147,2379,39.648665657196894,get_pod_deployment_annotation_for_specific_node,250-nodes-with-50-pods,4,neo4j
K4jgm,2025-04-15T22:50:49Z,1,249,11986,60.00066579199847,5263,87.71569332655405,get_pod_labels_for_specific_pod,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:52:05Z,1,249,11986,60.0001116250005,4946,82.43317997327074,get_pod_annotations_for_specific_pod,250-nodes-with-50-pods,1,neo4j
K4jgm,2025-04-15T22:53:21Z,1,249,11986,60.000176499999725,4944,82.39975760738008,get_pod_container_for_specific_pod,250-nodes-with-50-pods,1,neo4j
